Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
34,00:15:44.028,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
35,00:15:44.423,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
36,00:15:45.050,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
37,00:15:45.745,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
38,00:15:46.116,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
39,00:15:46.609,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
40,00:15:46.983,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
41,00:15:47.400,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
42,00:15:48.236,target,BB Gun,0.449000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
43,00:15:48.620,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
44,00:15:49.509,target,BB Gun,0.519000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
45,00:15:49.875,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
46,00:15:50.452,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
47,00:15:50.861,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
48,00:15:51.811,target,BB Gun,0.471000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
49,00:15:52.189,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
50,00:15:52.668,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
51,00:15:53.056,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
52,00:15:53.556,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
53,00:15:54.133,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
54,00:15:54.527,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
55,00:15:54.960,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
56,00:15:55.394,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
57,00:15:55.763,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
58,00:15:56.275,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
59,00:15:56.679,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
60,00:15:57.124,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
61,00:15:57.705,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
62,00:15:58.139,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
63,00:15:58.581,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
64,00:15:58.956,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
65,00:15:59.477,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
66,00:16:00.270,target,BB Gun,0.313000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
67,00:16:00.710,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
68,00:16:01.882,target,BB Gun,0.760000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
69,00:16:02.240,target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
70,00:16:02.710,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
71,00:16:03.089,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
72,00:16:03.494,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
73,00:16:03.910,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
74,00:16:04.696,target,BB Gun,0.347000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
75,00:16:04.992,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
76,00:16:05.364,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
77,00:16:05.768,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
78,00:16:06.535,target,BB Gun,0.317000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
79,00:16:06.899,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
80,00:16:07.223,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
81,00:16:07.689,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
82,00:16:08.102,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
83,00:16:08.641,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
84,00:16:08.968,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
85,00:16:09.544,target,BB Gun,0.200000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
86,00:16:09.876,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
87,00:16:10.414,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
88,00:16:10.798,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
89,00:16:11.423,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
90,00:16:11.762,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
91,00:16:12.162,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
92,00:16:12.528,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
93,00:16:12.950,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
94,00:16:13.308,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
95,00:16:13.681,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
96,00:16:14.200,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
97,00:16:14.599,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
98,00:16:14.984,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
99,00:16:15.372,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
100,00:16:15.901,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
101,00:16:16.246,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
102,00:16:17.013,target,BB Gun,0.258000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
103,00:16:17.894,target,BB Gun,0.492000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
104,00:16:18.249,target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
105,00:16:19.241,target,BB Gun,0.523000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
106,00:16:19.549,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
107,00:16:20.570,target,BB Gun,0.647000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
108,00:16:20.991,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
109,00:16:21.904,target,BB Gun,0.495000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
110,00:16:22.497,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
111,00:16:22.927,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
112,00:16:23.461,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
113,00:16:23.906,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
114,00:16:24.297,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
115,00:16:24.671,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
116,00:16:25.074,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
117,00:16:26.296,target,BB Gun,0.850000s,3,1,0.333333,1.000000,3.000000,0.333333,0,0
118,00:16:26.650,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
119,00:16:27.039,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
120,00:16:27.433,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
121,00:16:28.087,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
122,00:16:28.466,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
123,00:16:28.813,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
BB Gun,139,123,123.0,139.0,

Kills:,123
Deaths:,0
Fight Time:,7.129
Time Remaining:,0.0
Avg TTK:,0.487683
Damage Done:,123.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,123
Miss Count:,16
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,1157.045044
Scenario:,VT 1w3ts Intermediate S5
Hash:,37975ba4bbbd5f9c593e7dbd72794baa
Game Version:,3.9.2.2026-05-26-13-20-48-24ad9c8a7fe5
Challenge Start:,00:15:28.838
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,240.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,1600
FOV:,103.0
FOVScale:,Overwatch
Hide Gun:,false
Crosshair:,rxSmallCross.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,242.31041
Resolution Scale:,100.0
